Script started.
loading dataset mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.7777, 0.6287], device='cuda:0', requires_grad=True) train_loss=[1.4273628 1.6867273], train_acc=[0.52435 0.42965]
88/100: weight=tensor([0.6958, 0.7182], device='cuda:0', requires_grad=True) train_loss=[0.2616526  0.49600095], train_acc=[0.9173 0.8161]
90/100: weight=tensor([0.7410, 0.6715], device='cuda:0', requires_grad=True) train_loss=[0.29321975 0.48601133], train_acc=[0.905   0.82005]
92/100: weight=tensor([0.7352, 0.6779], device='cuda:0', requires_grad=True) train_loss=[0.2609591  0.48152336], train_acc=[0.91755 0.82075]
94/100: weight=tensor([0.7090, 0.7052], device='cuda:0', requires_grad=True) train_loss=[0.25191393 0.47998455], train_acc=[0.91925 0.8227 ]
96/100: weight=tensor([0.6732, 0.7394], device='cuda:0', requires_grad=True) train_loss=[0.24816632 0.48267993], train_acc=[0.92105 0.8213 ]
98/100: weight=tensor([0.6939, 0.7201], device='cuda:0', requires_grad=True) train_loss=[0.2521273 0.4870753], train_acc=[0.9201 0.8194]
100/100: weight=tensor([0.6802, 0.7331], device='cuda:0', requires_grad=True) train_loss=[0.24541204 0.4733682 ], train_acc=[0.9217  0.82415]
**** Time taken for fashion_and_mnist_0 = 2842.002498626709
loading dataset fashion_and_mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.6927, 0.7212], device='cuda:0', requires_grad=True) train_loss=[1.3318123 1.0693113], train_acc=[0.53615 0.6142 ]
2/100: weight=tensor([0.6940, 0.7200], device='cuda:0', requires_grad=True) train_loss=[0.9790577 0.8816302], train_acc=[0.6745  0.68505]
4/100: weight=tensor([0.6527, 0.7576], device='cuda:0', requires_grad=True) train_loss=[0.75745356 0.8415542 ], train_acc=[0.7463 0.678 ]
6/100: weight=tensor([0.6509, 0.7591], device='cuda:0', requires_grad=True) train_loss=[0.63327944 0.7221949 ], train_acc=[0.78985 0.7348 ]
8/100: weight=tensor([0.5794, 0.8150], device='cuda:0', requires_grad=True) train_loss=[0.57339436 0.69345015], train_acc=[0.815  0.7481]
10/100: weight=tensor([0.6470, 0.7625], device='cuda:0', requires_grad=True) train_loss=[0.51986545 0.6653982 ], train_acc=[0.8308 0.7483]
12/100: weight=tensor([0.6211, 0.7837], device='cuda:0', requires_grad=True) train_loss=[0.47989964 0.6737213 ], train_acc=[0.84775 0.74925]
14/100: weight=tensor([0.6071, 0.7946], device='cuda:0', requires_grad=True) train_loss=[0.4831026 0.6384208], train_acc=[0.84315 0.76675]
16/100: weight=tensor([0.6990, 0.7151], device='cuda:0', requires_grad=True) train_loss=[0.43028656 0.61692554], train_acc=[0.8622  0.77235]
18/100: weight=tensor([0.5429, 0.8398], device='cuda:0', requires_grad=True) train_loss=[0.42596456 0.62580025], train_acc=[0.8622 0.7604]
20/100: weight=tensor([0.6815, 0.7318], device='cuda:0', requires_grad=True) train_loss=[0.38869095 0.58183104], train_acc=[0.8774  0.78175]
22/100: weight=tensor([0.6623, 0.7493], device='cuda:0', requires_grad=True) train_loss=[0.38464773 0.5687151 ], train_acc=[0.87825 0.7909 ]
24/100: weight=tensor([0.6445, 0.7646], device='cuda:0', requires_grad=True) train_loss=[0.39092022 0.5649548 ], train_acc=[0.8762  0.79115]
26/100: weight=tensor([0.6037, 0.7972], device='cuda:0', requires_grad=True) train_loss=[0.3653272  0.56444174], train_acc=[0.8839  0.79145]
28/100: weight=tensor([0.6750, 0.7378], device='cuda:0', requires_grad=True) train_loss=[0.36166686 0.5603135 ], train_acc=[0.8852 0.7919]
30/100: weight=tensor([0.6240, 0.7814], device='cuda:0', requires_grad=True) train_loss=[0.39367798 0.5679676 ], train_acc=[0.87145 0.7916 ]
32/100: weight=tensor([0.5978, 0.8016], device='cuda:0', requires_grad=True) train_loss=[0.34743342 0.54286367], train_acc=[0.8853  0.80195]
34/100: weight=tensor([0.6528, 0.7575], device='cuda:0', requires_grad=True) train_loss=[0.3279513 0.5337702], train_acc=[0.89595 0.80455]
36/100: weight=tensor([0.6446, 0.7645], device='cuda:0', requires_grad=True) train_loss=[0.32244414 0.52747977], train_acc=[0.896   0.80415]
38/100: weight=tensor([0.6709, 0.7416], device='cuda:0', requires_grad=True) train_loss=[0.3186917 0.5435121], train_acc=[0.8985  0.79845]
40/100: weight=tensor([0.6207, 0.7841], device='cuda:0', requires_grad=True) train_loss=[0.31392425 0.52298796], train_acc=[0.8988  0.80725]
42/100: weight=tensor([0.6344, 0.7730], device='cuda:0', requires_grad=True) train_loss=[0.32867166 0.52167743], train_acc=[0.89305 0.8086 ]
44/100: weight=tensor([0.5665, 0.8241], device='cuda:0', requires_grad=True) train_loss=[0.3111077 0.5215181], train_acc=[0.8975 0.8058]
46/100: weight=tensor([0.5887, 0.8083], device='cuda:0', requires_grad=True) train_loss=[0.2993223 0.5259063], train_acc=[0.90485 0.80625]
48/100: weight=tensor([0.6401, 0.7683], device='cuda:0', requires_grad=True) train_loss=[0.30665407 0.5165414 ], train_acc=[0.90195 0.81125]
50/100: weight=tensor([0.6694, 0.7429], device='cuda:0', requires_grad=True) train_loss=[0.29595128 0.5164653 ], train_acc=[0.9032  0.81065]
52/100: weight=tensor([0.6350, 0.7725], device='cuda:0', requires_grad=True) train_loss=[0.2930272  0.51083887], train_acc=[0.90815 0.81285]
54/100: weight=tensor([0.6773, 0.7357], device='cuda:0', requires_grad=True) train_loss=[0.2915162  0.50216514], train_acc=[0.9059 0.8152]
56/100: weight=tensor([0.6750, 0.7378], device='cuda:0', requires_grad=True) train_loss=[0.29520875 0.505783  ], train_acc=[0.9028  0.81405]
58/100: weight=tensor([0.6798, 0.7334], device='cuda:0', requires_grad=True) train_loss=[0.293685   0.50137347], train_acc=[0.9052  0.81605]
60/100: weight=tensor([0.6365, 0.7713], device='cuda:0', requires_grad=True) train_loss=[0.2831618  0.50550014], train_acc=[0.90785 0.8115 ]
62/100: weight=tensor([0.6657, 0.7462], device='cuda:0', requires_grad=True) train_loss=[0.27175602 0.5044647 ], train_acc=[0.91325 0.8159 ]
64/100: weight=tensor([0.6721, 0.7404], device='cuda:0', requires_grad=True) train_loss=[0.28822926 0.49963748], train_acc=[0.90595 0.81615]
66/100: weight=tensor([0.6645, 0.7472], device='cuda:0', requires_grad=True) train_loss=[0.28298682 0.51560944], train_acc=[0.90875 0.81   ]
68/100: weight=tensor([0.6281, 0.7781], device='cuda:0', requires_grad=True) train_loss=[0.27096087 0.505387  ], train_acc=[0.9128 0.8137]
70/100: weight=tensor([0.6567, 0.7541], device='cuda:0', requires_grad=True) train_loss=[0.27249372 0.5038022 ], train_acc=[0.91265 0.8139 ]
72/100: weight=tensor([0.6532, 0.7572], device='cuda:0', requires_grad=True) train_loss=[0.27520144 0.50498325], train_acc=[0.91045 0.81605]
74/100: weight=tensor([0.6694, 0.7429], device='cuda:0', requires_grad=True) train_loss=[0.27129602 0.49078292], train_acc=[0.9123  0.82095]
76/100: weight=tensor([0.6154, 0.7882], device='cuda:0', requires_grad=True) train_loss=[0.267269   0.49208394], train_acc=[0.91205 0.81705]
78/100: weight=tensor([0.6224, 0.7827], device='cuda:0', requires_grad=True) train_loss=[0.2617394  0.49668726], train_acc=[0.91505 0.81755]
80/100: weight=tensor([0.6352, 0.7723], device='cuda:0', requires_grad=True) train_loss=[0.26636896 0.4857738 ], train_acc=[0.91345 0.8218 ]
82/100: weight=tensor([0.6632, 0.7484], device='cuda:0', requires_grad=True) train_loss=[0.2683469 0.5008379], train_acc=[0.9116 0.8119]
84/100: weight=tensor([0.6177, 0.7864], device='cuda:0', requires_grad=True) train_loss=[0.26098347 0.48545352], train_acc=[0.9162 0.8227]
86/100: weight=tensor([0.6425, 0.7663], device='cuda:0', requires_grad=True) train_loss=[0.25937518 0.49208915], train_acc=[0.9153 0.8191]
88/100: weight=tensor([0.6353, 0.7723], device='cuda:0', requires_grad=True) train_loss=[0.25594932 0.49275744], train_acc=[0.9181 0.82  ]
90/100: weight=tensor([0.6826, 0.7308], device='cuda:0', requires_grad=True) train_loss=[0.2606071  0.47878933], train_acc=[0.9169 0.8237]
92/100: weight=tensor([0.6613, 0.7501], device='cuda:0', requires_grad=True) train_loss=[0.27722815 0.4782444 ], train_acc=[0.9118  0.82585]
94/100: weight=tensor([0.6630, 0.7486], device='cuda:0', requires_grad=True) train_loss=[0.2630183  0.47667107], train_acc=[0.91475 0.82455]
96/100: weight=tensor([0.6569, 0.7539], device='cuda:0', requires_grad=True) train_loss=[0.2748484  0.49884248], train_acc=[0.91055 0.81635]
98/100: weight=tensor([0.6736, 0.7391], device='cuda:0', requires_grad=True) train_loss=[0.26009047 0.4808846 ], train_acc=[0.9153 0.8248]
100/100: weight=tensor([0.6978, 0.7163], device='cuda:0', requires_grad=True) train_loss=[0.25490314 0.475645  ], train_acc=[0.9171 0.824 ]
**** Time taken for fashion_and_mnist_1 = 1758.9548590183258
loading dataset fashion_and_mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.7987, 0.6018], device='cuda:0', requires_grad=True) train_loss=[1.3492368 1.1641282], train_acc=[0.5464  0.56075]
2/100: weight=tensor([0.7110, 0.7032], device='cuda:0', requires_grad=True) train_loss=[1.0199033  0.98548913], train_acc=[0.66525 0.6504 ]
4/100: weight=tensor([0.6528, 0.7575], device='cuda:0', requires_grad=True) train_loss=[0.7685188  0.81926566], train_acc=[0.7513  0.69475]
6/100: weight=tensor([0.6377, 0.7703], device='cuda:0', requires_grad=True) train_loss=[0.67661715 0.7744604 ], train_acc=[0.779   0.70655]
8/100: weight=tensor([0.6405, 0.7680], device='cuda:0', requires_grad=True) train_loss=[0.60234135 0.73808724], train_acc=[0.8041  0.72865]
10/100: weight=tensor([0.5764, 0.8171], device='cuda:0', requires_grad=True) train_loss=[0.55894804 0.7440349 ], train_acc=[0.82115 0.72465]
12/100: weight=tensor([0.6141, 0.7892], device='cuda:0', requires_grad=True) train_loss=[0.5389032 0.7037994], train_acc=[0.82475 0.7394 ]
14/100: weight=tensor([0.6176, 0.7865], device='cuda:0', requires_grad=True) train_loss=[0.51287055 0.67612875], train_acc=[0.83525 0.7508 ]
16/100: weight=tensor([0.6271, 0.7790], device='cuda:0', requires_grad=True) train_loss=[0.4987909 0.6499781], train_acc=[0.83895 0.7556 ]
18/100: weight=tensor([0.5803, 0.8144], device='cuda:0', requires_grad=True) train_loss=[0.4673615 0.6501131], train_acc=[0.85105 0.75805]
20/100: weight=tensor([0.5755, 0.8178], device='cuda:0', requires_grad=True) train_loss=[0.45523795 0.61806685], train_acc=[0.85265 0.77055]
22/100: weight=tensor([0.6260, 0.7798], device='cuda:0', requires_grad=True) train_loss=[0.43602043 0.6194968 ], train_acc=[0.8615  0.77305]
24/100: weight=tensor([0.6091, 0.7931], device='cuda:0', requires_grad=True) train_loss=[0.41377014 0.60010767], train_acc=[0.86835 0.77985]
26/100: weight=tensor([0.6374, 0.7706], device='cuda:0', requires_grad=True) train_loss=[0.4336971  0.59692717], train_acc=[0.8592  0.77785]
28/100: weight=tensor([0.5948, 0.8039], device='cuda:0', requires_grad=True) train_loss=[0.39166203 0.5963806 ], train_acc=[0.87645 0.77925]
30/100: weight=tensor([0.6143, 0.7891], device='cuda:0', requires_grad=True) train_loss=[0.3875183  0.57186735], train_acc=[0.8781  0.78955]
32/100: weight=tensor([0.6215, 0.7834], device='cuda:0', requires_grad=True) train_loss=[0.3847797 0.5707608], train_acc=[0.87695 0.78985]
34/100: weight=tensor([0.6400, 0.7683], device='cuda:0', requires_grad=True) train_loss=[0.36973864 0.55897236], train_acc=[0.88455 0.7952 ]
36/100: weight=tensor([0.6317, 0.7752], device='cuda:0', requires_grad=True) train_loss=[0.36938572 0.55969536], train_acc=[0.88425 0.79475]
38/100: weight=tensor([0.5725, 0.8199], device='cuda:0', requires_grad=True) train_loss=[0.35933703 0.5531649 ], train_acc=[0.88685 0.7949 ]
40/100: weight=tensor([0.6090, 0.7932], device='cuda:0', requires_grad=True) train_loss=[0.35315686 0.54290277], train_acc=[0.89025 0.80185]
42/100: weight=tensor([0.5873, 0.8094], device='cuda:0', requires_grad=True) train_loss=[0.35054806 0.537693  ], train_acc=[0.8883  0.80315]
44/100: weight=tensor([0.6176, 0.7865], device='cuda:0', requires_grad=True) train_loss=[0.34073746 0.5404356 ], train_acc=[0.8932 0.8016]
46/100: weight=tensor([0.6075, 0.7943], device='cuda:0', requires_grad=True) train_loss=[0.34390703 0.539613  ], train_acc=[0.89115 0.7993 ]
48/100: weight=tensor([0.6286, 0.7777], device='cuda:0', requires_grad=True) train_loss=[0.3462082  0.53441465], train_acc=[0.89135 0.8055 ]
50/100: weight=tensor([0.6119, 0.7910], device='cuda:0', requires_grad=True) train_loss=[0.33776078 0.5394286 ], train_acc=[0.8956 0.8033]
52/100: weight=tensor([0.5527, 0.8334], device='cuda:0', requires_grad=True) train_loss=[0.32783735 0.5203979 ], train_acc=[0.8975 0.81  ]
54/100: weight=tensor([0.6243, 0.7812], device='cuda:0', requires_grad=True) train_loss=[0.321573   0.51534444], train_acc=[0.9004 0.8125]
56/100: weight=tensor([0.6503, 0.7597], device='cuda:0', requires_grad=True) train_loss=[0.3165836 0.5331471], train_acc=[0.90205 0.8073 ]
58/100: weight=tensor([0.5783, 0.8158], device='cuda:0', requires_grad=True) train_loss=[0.32682973 0.5342829 ], train_acc=[0.8968  0.80195]
60/100: weight=tensor([0.5301, 0.8479], device='cuda:0', requires_grad=True) train_loss=[0.31822506 0.51144016], train_acc=[0.9024 0.8129]
62/100: weight=tensor([0.5863, 0.8101], device='cuda:0', requires_grad=True) train_loss=[0.32832903 0.50846106], train_acc=[0.89665 0.8137 ]
64/100: weight=tensor([0.6037, 0.7972], device='cuda:0', requires_grad=True) train_loss=[0.3234863 0.5137186], train_acc=[0.8968 0.8129]
66/100: weight=tensor([0.5982, 0.8013], device='cuda:0', requires_grad=True) train_loss=[0.31076378 0.5067789 ], train_acc=[0.9015 0.8159]
68/100: weight=tensor([0.5563, 0.8310], device='cuda:0', requires_grad=True) train_loss=[0.30317712 0.5039503 ], train_acc=[0.90635 0.81615]
70/100: weight=tensor([0.5723, 0.8200], device='cuda:0', requires_grad=True) train_loss=[0.30714554 0.5040223 ], train_acc=[0.90395 0.81675]
72/100: weight=tensor([0.5906, 0.8070], device='cuda:0', requires_grad=True) train_loss=[0.30779153 0.50187117], train_acc=[0.90225 0.8168 ]
74/100: weight=tensor([0.6101, 0.7923], device='cuda:0', requires_grad=True) train_loss=[0.32141972 0.50157756], train_acc=[0.8977 0.8181]
76/100: weight=tensor([0.5931, 0.8051], device='cuda:0', requires_grad=True) train_loss=[0.30225036 0.5000014 ], train_acc=[0.9049 0.817 ]
78/100: weight=tensor([0.6180, 0.7862], device='cuda:0', requires_grad=True) train_loss=[0.32272768 0.49602607], train_acc=[0.89715 0.81805]
80/100: weight=tensor([0.5326, 0.8464], device='cuda:0', requires_grad=True) train_loss=[0.3037089  0.49601027], train_acc=[0.9048 0.8192]
82/100: weight=tensor([0.6237, 0.7817], device='cuda:0', requires_grad=True) train_loss=[0.29630122 0.5013389 ], train_acc=[0.90765 0.81535]
84/100: weight=tensor([0.6049, 0.7963], device='cuda:0', requires_grad=True) train_loss=[0.2978796 0.5020729], train_acc=[0.9055 0.8156]
86/100: weight=tensor([0.6115, 0.7912], device='cuda:0', requires_grad=True) train_loss=[0.29701218 0.5010539 ], train_acc=[0.90735 0.81685]
88/100: weight=tensor([0.6010, 0.7992], device='cuda:0', requires_grad=True) train_loss=[0.29362163 0.5042322 ], train_acc=[0.9089 0.816 ]
90/100: weight=tensor([0.5775, 0.8164], device='cuda:0', requires_grad=True) train_loss=[0.29695544 0.48537546], train_acc=[0.9065 0.8248]
92/100: weight=tensor([0.6177, 0.7864], device='cuda:0', requires_grad=True) train_loss=[0.28664967 0.48763847], train_acc=[0.91115 0.8222 ]
94/100: weight=tensor([0.5665, 0.8241], device='cuda:0', requires_grad=True) train_loss=[0.29829463 0.48135522], train_acc=[0.90605 0.8248 ]
96/100: weight=tensor([0.6352, 0.7724], device='cuda:0', requires_grad=True) train_loss=[0.3052434 0.4869142], train_acc=[0.9045 0.821 ]
98/100: weight=tensor([0.5769, 0.8168], device='cuda:0', requires_grad=True) train_loss=[0.2874253  0.48216146], train_acc=[0.91025 0.82385]
100/100: weight=tensor([0.6281, 0.7781], device='cuda:0', requires_grad=True) train_loss=[0.30794534 0.49154046], train_acc=[0.9017 0.8214]
**** Time taken for fashion_and_mnist_2 = 1764.7747249603271
loading dataset fashion_and_mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.7937, 0.6083], device='cuda:0', requires_grad=True) train_loss=[1.6032248 1.2974054], train_acc=[0.4468  0.53185]
2/100: weight=tensor([0.7898, 0.6133], device='cuda:0', requires_grad=True) train_loss=[1.1826916 1.0205635], train_acc=[0.59605 0.627  ]
4/100: weight=tensor([0.6184, 0.7859], device='cuda:0', requires_grad=True) train_loss=[0.9102653  0.85562414], train_acc=[0.6919  0.68705]
6/100: weight=tensor([0.7086, 0.7056], device='cuda:0', requires_grad=True) train_loss=[0.77827454 0.82235634], train_acc=[0.73545 0.69495]
8/100: weight=tensor([0.6151, 0.7884], device='cuda:0', requires_grad=True) train_loss=[0.6973685  0.75414884], train_acc=[0.77115 0.72285]
10/100: weight=tensor([0.6375, 0.7704], device='cuda:0', requires_grad=True) train_loss=[0.6497972 0.7177444], train_acc=[0.78415 0.73275]
12/100: weight=tensor([0.5755, 0.8178], device='cuda:0', requires_grad=True) train_loss=[0.6073898 0.7168388], train_acc=[0.8    0.7344]
14/100: weight=tensor([0.5509, 0.8346], device='cuda:0', requires_grad=True) train_loss=[0.6220954 0.690716 ], train_acc=[0.7918  0.74475]
16/100: weight=tensor([0.5817, 0.8134], device='cuda:0', requires_grad=True) train_loss=[0.53787863 0.679027  ], train_acc=[0.8265 0.7521]
18/100: weight=tensor([0.5394, 0.8421], device='cuda:0', requires_grad=True) train_loss=[0.54552656 0.6589088 ], train_acc=[0.819  0.7563]
20/100: weight=tensor([0.5066, 0.8622], device='cuda:0', requires_grad=True) train_loss=[0.51429605 0.6477032 ], train_acc=[0.8333  0.76145]
22/100: weight=tensor([0.4904, 0.8715], device='cuda:0', requires_grad=True) train_loss=[0.48805016 0.6342222 ], train_acc=[0.8427 0.7647]
24/100: weight=tensor([0.4964, 0.8681], device='cuda:0', requires_grad=True) train_loss=[0.4819774  0.62622577], train_acc=[0.8439 0.7679]
26/100: weight=tensor([0.5159, 0.8567], device='cuda:0', requires_grad=True) train_loss=[0.45085865 0.60991323], train_acc=[0.853  0.7738]
28/100: weight=tensor([0.5183, 0.8552], device='cuda:0', requires_grad=True) train_loss=[0.44474727 0.590953  ], train_acc=[0.8556 0.7834]
30/100: weight=tensor([0.4934, 0.8698], device='cuda:0', requires_grad=True) train_loss=[0.43856454 0.58505654], train_acc=[0.85675 0.78305]
32/100: weight=tensor([0.4984, 0.8670], device='cuda:0', requires_grad=True) train_loss=[0.44671896 0.5779831 ], train_acc=[0.85365 0.7835 ]
34/100: weight=tensor([0.5037, 0.8639], device='cuda:0', requires_grad=True) train_loss=[0.42879757 0.5823158 ], train_acc=[0.85895 0.78045]
36/100: weight=tensor([0.5382, 0.8428], device='cuda:0', requires_grad=True) train_loss=[0.41053185 0.5741029 ], train_acc=[0.86755 0.7882 ]
38/100: weight=tensor([0.5632, 0.8263], device='cuda:0', requires_grad=True) train_loss=[0.40541053 0.57131445], train_acc=[0.86715 0.7863 ]
40/100: weight=tensor([0.5056, 0.8628], device='cuda:0', requires_grad=True) train_loss=[0.39276454 0.5737122 ], train_acc=[0.87095 0.7882 ]
42/100: weight=tensor([0.4674, 0.8841], device='cuda:0', requires_grad=True) train_loss=[0.39286873 0.5471595 ], train_acc=[0.8723 0.7959]
44/100: weight=tensor([0.5777, 0.8162], device='cuda:0', requires_grad=True) train_loss=[0.40676206 0.56163925], train_acc=[0.8655 0.7918]
46/100: weight=tensor([0.4613, 0.8872], device='cuda:0', requires_grad=True) train_loss=[0.37869185 0.5456454 ], train_acc=[0.876   0.79815]
48/100: weight=tensor([0.5122, 0.8589], device='cuda:0', requires_grad=True) train_loss=[0.38419485 0.54302645], train_acc=[0.87615 0.7994 ]
50/100: weight=tensor([0.5370, 0.8436], device='cuda:0', requires_grad=True) train_loss=[0.37825066 0.53135294], train_acc=[0.87845 0.8027 ]
52/100: weight=tensor([0.4989, 0.8667], device='cuda:0', requires_grad=True) train_loss=[0.37089908 0.5267313 ], train_acc=[0.8808  0.80395]
54/100: weight=tensor([0.4560, 0.8900], device='cuda:0', requires_grad=True) train_loss=[0.36963847 0.52898324], train_acc=[0.88055 0.8045 ]
56/100: weight=tensor([0.4752, 0.8799], device='cuda:0', requires_grad=True) train_loss=[0.3651531 0.5203884], train_acc=[0.8821  0.80835]
58/100: weight=tensor([0.5098, 0.8603], device='cuda:0', requires_grad=True) train_loss=[0.36911672 0.5143806 ], train_acc=[0.8811 0.8101]
60/100: weight=tensor([0.5144, 0.8576], device='cuda:0', requires_grad=True) train_loss=[0.370262   0.54224116], train_acc=[0.8786  0.80215]
62/100: weight=tensor([0.4584, 0.8888], device='cuda:0', requires_grad=True) train_loss=[0.37895545 0.5124032 ], train_acc=[0.8737  0.80975]
64/100: weight=tensor([0.5196, 0.8544], device='cuda:0', requires_grad=True) train_loss=[0.35013628 0.5202242 ], train_acc=[0.8874  0.80635]
66/100: weight=tensor([0.4478, 0.8941], device='cuda:0', requires_grad=True) train_loss=[0.3466592  0.50826114], train_acc=[0.8906  0.81185]
68/100: weight=tensor([0.5770, 0.8168], device='cuda:0', requires_grad=True) train_loss=[0.34565747 0.510072  ], train_acc=[0.88725 0.8142 ]
70/100: weight=tensor([0.5069, 0.8620], device='cuda:0', requires_grad=True) train_loss=[0.3511772  0.50211596], train_acc=[0.88665 0.81435]
72/100: weight=tensor([0.4439, 0.8961], device='cuda:0', requires_grad=True) train_loss=[0.34274128 0.5006427 ], train_acc=[0.88885 0.81615]
74/100: weight=tensor([0.5229, 0.8524], device='cuda:0', requires_grad=True) train_loss=[0.34723705 0.5097485 ], train_acc=[0.88865 0.8102 ]
76/100: weight=tensor([0.5183, 0.8552], device='cuda:0', requires_grad=True) train_loss=[0.36560398 0.5294562 ], train_acc=[0.8801 0.8048]
78/100: weight=tensor([0.5596, 0.8288], device='cuda:0', requires_grad=True) train_loss=[0.3373915 0.5146436], train_acc=[0.8921  0.81175]
80/100: weight=tensor([0.4953, 0.8687], device='cuda:0', requires_grad=True) train_loss=[0.32965925 0.49035645], train_acc=[0.8946 0.8212]
82/100: weight=tensor([0.5052, 0.8630], device='cuda:0', requires_grad=True) train_loss=[0.32431087 0.49316958], train_acc=[0.8961  0.81705]
84/100: weight=tensor([0.4929, 0.8701], device='cuda:0', requires_grad=True) train_loss=[0.3284242 0.5020347], train_acc=[0.89515 0.81825]
86/100: weight=tensor([0.4881, 0.8728], device='cuda:0', requires_grad=True) train_loss=[0.32498658 0.48974344], train_acc=[0.89555 0.8199 ]
88/100: weight=tensor([0.4685, 0.8834], device='cuda:0', requires_grad=True) train_loss=[0.32074475 0.4927123 ], train_acc=[0.897  0.8199]
90/100: weight=tensor([0.4761, 0.8794], device='cuda:0', requires_grad=True) train_loss=[0.32024184 0.49122712], train_acc=[0.89745 0.82105]
92/100: weight=tensor([0.5327, 0.8463], device='cuda:0', requires_grad=True) train_loss=[0.3215247 0.487705 ], train_acc=[0.8961  0.82305]
94/100: weight=tensor([0.4890, 0.8723], device='cuda:0', requires_grad=True) train_loss=[0.3197235 0.497628 ], train_acc=[0.89715 0.8179 ]
96/100: weight=tensor([0.4848, 0.8746], device='cuda:0', requires_grad=True) train_loss=[0.32536834 0.49389523], train_acc=[0.89535 0.8204 ]
98/100: weight=tensor([0.5123, 0.8588], device='cuda:0', requires_grad=True) train_loss=[0.31395236 0.48607066], train_acc=[0.89915 0.82635]
100/100: weight=tensor([0.5552, 0.8317], device='cuda:0', requires_grad=True) train_loss=[0.3189768  0.50232714], train_acc=[0.89815 0.81305]
**** Time taken for fashion_and_mnist_3 = 1769.0774495601654
loading dataset fashion_and_mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.8387, 0.5446], device='cuda:0', requires_grad=True) train_loss=[1.3383685 1.3299841], train_acc=[0.5408  0.51075]
2/100: weight=tensor([0.7972, 0.6038], device='cuda:0', requires_grad=True) train_loss=[1.0320874 1.1033839], train_acc=[0.65765 0.58405]
4/100: weight=tensor([0.7866, 0.6175], device='cuda:0', requires_grad=True) train_loss=[0.7278445 0.8669822], train_acc=[0.7577  0.68675]
6/100: weight=tensor([0.7501, 0.6613], device='cuda:0', requires_grad=True) train_loss=[0.6512937  0.80600303], train_acc=[0.788  0.7027]
8/100: weight=tensor([0.7575, 0.6528], device='cuda:0', requires_grad=True) train_loss=[0.541065  0.7461116], train_acc=[0.82315 0.7245 ]
10/100: weight=tensor([0.7436, 0.6687], device='cuda:0', requires_grad=True) train_loss=[0.49350673 0.71437275], train_acc=[0.8419 0.7389]
12/100: weight=tensor([0.7435, 0.6687], device='cuda:0', requires_grad=True) train_loss=[0.4877475 0.6979854], train_acc=[0.8394  0.74545]
14/100: weight=tensor([0.7633, 0.6460], device='cuda:0', requires_grad=True) train_loss=[0.42542833 0.6760988 ], train_acc=[0.8658 0.7522]
16/100: weight=tensor([0.6874, 0.7263], device='cuda:0', requires_grad=True) train_loss=[0.4143728  0.65959305], train_acc=[0.8706  0.75535]
18/100: weight=tensor([0.6781, 0.7350], device='cuda:0', requires_grad=True) train_loss=[0.40918776 0.64339215], train_acc=[0.86865 0.7559 ]
20/100: weight=tensor([0.6903, 0.7235], device='cuda:0', requires_grad=True) train_loss=[0.3863242 0.6313003], train_acc=[0.87775 0.7694 ]
22/100: weight=tensor([0.7041, 0.7101], device='cuda:0', requires_grad=True) train_loss=[0.3807056  0.60499644], train_acc=[0.87865 0.77535]
24/100: weight=tensor([0.7095, 0.7047], device='cuda:0', requires_grad=True) train_loss=[0.39616436 0.6095062 ], train_acc=[0.87115 0.774  ]
26/100: weight=tensor([0.7399, 0.6727], device='cuda:0', requires_grad=True) train_loss=[0.36570802 0.5928029 ], train_acc=[0.88245 0.7791 ]
28/100: weight=tensor([0.7047, 0.7095], device='cuda:0', requires_grad=True) train_loss=[0.34488982 0.58606523], train_acc=[0.89105 0.78385]
30/100: weight=tensor([0.6814, 0.7319], device='cuda:0', requires_grad=True) train_loss=[0.3534992 0.587852 ], train_acc=[0.887   0.78125]
32/100: weight=tensor([0.6915, 0.7224], device='cuda:0', requires_grad=True) train_loss=[0.33282748 0.59662855], train_acc=[0.89455 0.77985]
34/100: weight=tensor([0.7318, 0.6815], device='cuda:0', requires_grad=True) train_loss=[0.35870674 0.5754823 ], train_acc=[0.88485 0.7883 ]
36/100: weight=tensor([0.7168, 0.6973], device='cuda:0', requires_grad=True) train_loss=[0.33480084 0.5815712 ], train_acc=[0.8927 0.7847]
38/100: weight=tensor([0.7151, 0.6990], device='cuda:0', requires_grad=True) train_loss=[0.32374725 0.5741418 ], train_acc=[0.8978  0.78695]
40/100: weight=tensor([0.6946, 0.7194], device='cuda:0', requires_grad=True) train_loss=[0.31747586 0.5550974 ], train_acc=[0.89915 0.7949 ]
42/100: weight=tensor([0.6174, 0.7866], device='cuda:0', requires_grad=True) train_loss=[0.32204115 0.6014961 ], train_acc=[0.8974 0.7671]
44/100: weight=tensor([0.6403, 0.7681], device='cuda:0', requires_grad=True) train_loss=[0.3222279 0.5413755], train_acc=[0.8974  0.80075]
